location code,2Digit,Sym,Branch Name General,Sierra Label - Branch Name,Location Type,Public,location lookup
vcj0l,VC,VC,Van Cortlandt Branch,Van Cortlandt Children's World Languages,High Circ,0,VC
vcj0n,VC,VC,Van Cortlandt Branch,Van Cortlandt Children's Non-Fiction,High Circ,0,VC
vcj0t,VC,VC,Van Cortlandt Branch,Van Cortlandt Children's Fairy Tale,High Circ,0,VC
vcj0v,VC,VC,Van Cortlandt Branch,Van Cortlandt Children's Non-Print Media,High Circ,0,VC
vcj0y,VC,VC,Van Cortlandt Branch,Van Cortlandt Children's Young Reader,High Circ,0,VC
vcjr,VC,VC,Van Cortlandt Branch,Van Cortlandt Children's Reference,High Circ,0,VC
vcy,VC,VC,Van Cortlandt Branch,Van Cortlandt Young Adult,High Circ,1,VC
vcy01,VC,VC,Van Cortlandt Branch,Van Cortlandt YA Reference,High Circ,0,VC
vcy0f,VC,VC,Van Cortlandt Branch,Van Cortlandt YA Fiction,High Circ,0,VC
vcy0l,VC,VC,Van Cortlandt Branch,Van Cortlandt YA World Languages,High Circ,0,VC
vcy0n,VC,VC,Van Cortlandt Branch,Van Cortlandt YA Non-Fiction,High Circ,0,VC
vcy0v,VC,VC,Van Cortlandt Branch,Van Cortlandt YA Non-Print Media,High Circ,0,VC
vcyr,VC,VC,Van Cortlandt Branch,Van Cortlandt Young Adult Reference,High Circ,0,VC
vczzz,VC,VC,Van Cortlandt Branch,Van Cortlandt (error code),High Circ,0,VC
vn,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest,Mixed Use,0,VN
vna,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Adult,Mixed Use,1,VN
vna01,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Reference,Mixed Use,0,VN
vna03,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Closed Shelf Reference,Mixed Use,0,VN
vna0f,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Fiction,Mixed Use,0,VN
vna0l,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest World Languages,Mixed Use,0,VN
vna0n,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Non-Fiction,Mixed Use,0,VN
vna0v,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Non-Print Media,Mixed Use,0,VN
vna0w,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Adult Learning Center,Mixed Use,0,VN
vnar,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Adult Reference,Mixed Use,0,VN
vnj,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children,Mixed Use,1,VN
vnj01,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Reference,Mixed Use,0,VN
vnj0a,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Easy Book,Mixed Use,0,VN
vnj0f,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Fiction,Mixed Use,0,VN
vnj0h,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Holiday Book,Mixed Use,0,VN
vnj0i,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Picture Book,Mixed Use,0,VN
vnj0l,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest World Languages,Mixed Use,0,VN
vnj0n,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Non-Fiction,Mixed Use,0,VN
vnj0t,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Fairy Tale,Mixed Use,0,VN
vnj0v,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Non-Print Media,Mixed Use,0,VN
vnj0y,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Young Reader,Mixed Use,0,VN
vnjr,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Children's Reference,Mixed Use,0,VN
vny,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Young Adult,Mixed Use,1,VN
vny01,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest YA Reference,Mixed Use,0,VN
vny0f,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest YA Fiction,Mixed Use,0,VN
vny0l,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest YA World Languages,Mixed Use,0,VN
vny0n,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest YA Non-Fiction,Mixed Use,0,VN
vny0v,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest YA Non-Print Media,Mixed Use,0,VN
vnyr,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest Young Adult Reference,Mixed Use,0,VN
vnzzz,VN,VN,Pelham Parkway-Van Nest Branch,Pelham Parkway-Van Nest (error code),Mixed Use,0,VN
wb,WB,WB,Webster Branch,Webster,High Circ,0,WB
wba,WB,WB,Webster Branch,Webster Adult,High Circ,1,WB
wba01,WB,WB,Webster Branch,Webster Reference,High Circ,0,WB
wba03,WB,WB,Webster Branch,Webster Closed Shelf Reference,High Circ,0,WB
wba0f,WB,WB,Webster Branch,Webster Fiction,High Circ,0,WB
wba0l,WB,WB,Webster Branch,Webster World Languages,High Circ,0,WB
wba0n,WB,WB,Webster Branch,Webster Non-Fiction,High Circ,0,WB
wba0v,WB,WB,Webster Branch,Webster Non-Print Media,High Circ,0,WB
wbar,WB,WB,Webster Branch,Webster Adult Reference,High Circ,0,WB
wbj,WB,WB,Webster Branch,Webster Children,High Circ,1,WB
wbj01,WB,WB,Webster Branch,Webster Children's Reference,High Circ,0,WB
wbj0a,WB,WB,Webster Branch,Webster Children's Easy Book,High Circ,0,WB
wbj0f,WB,WB,Webster Branch,Webster Children's Fiction,High Circ,0,WB
wbj0h,WB,WB,Webster Branch,Webster Children's Holiday Book,High Circ,0,WB
wbj0i,WB,WB,Webster Branch,Webster Children's Picture Book,High Circ,0,WB
wbj0l,WB,WB,Webster Branch,Webster Children's World Languages,High Circ,0,WB
wbj0n,WB,WB,Webster Branch,Webster Children's Non-Fiction,High Circ,0,WB
wbj0t,WB,WB,Webster Branch,Webster Children's Fairy Tale,High Circ,0,WB
wbj0v,WB,WB,Webster Branch,Webster Children's Non-Print Media,High Circ,0,WB
wbj0y,WB,WB,Webster Branch,Webster Children's Young Reader,High Circ,0,WB
wbjr,WB,WB,Webster Branch,Webster Children's Reference,High Circ,0,WB
wby,WB,WB,Webster Branch,Webster Young Adult,High Circ,1,WB
wby01,WB,WB,Webster Branch,Webster YA Reference,High Circ,0,WB
wby0f,WB,WB,Webster Branch,Webster YA Fiction,High Circ,0,WB
wby0l,WB,WB,Webster Branch,Webster YA World Languages,High Circ,0,WB
wby0n,WB,WB,Webster Branch,Webster YA Non-Fiction,High Circ,0,WB
wby0v,WB,WB,Webster Branch,Webster YA Non-Print Media,High Circ,0,WB
wbyr,WB,WB,Webster Branch,Webster Young Adult Reference,High Circ,0,WB
wbzzz,WB,WB,Webster Branch,Webster (error code),High Circ,0,WB
wf,WF,WF,West Farms Branch,West Farms,Mixed Use,0,WF
wfa,WF,WF,West Farms Branch,West Farms Adult,Mixed Use,1,WF
wfa01,WF,WF,West Farms Branch,West Farms Reference,Mixed Use,0,WF
wfa03,WF,WF,West Farms Branch,West Farms Closed Shelf Reference,Mixed Use,0,WF
wfa0f,WF,WF,West Farms Branch,West Farms Fiction,Mixed Use,0,WF
wfa0l,WF,WF,West Farms Branch,West Farms World Languages,Mixed Use,0,WF
wfa0n,WF,WF,West Farms Branch,West Farms Non-Fiction,Mixed Use,0,WF
wfa0v,WF,WF,West Farms Branch,West Farms Non-Print Media,Mixed Use,0,WF
wfar,WF,WF,West Farms Branch,West Farms Adult Reference,Mixed Use,0,WF
wfj,WF,WF,West Farms Branch,West Farms Children,Mixed Use,1,WF
wfj01,WF,WF,West Farms Branch,West Farms Children's Reference,Mixed Use,0,WF
wfj0a,WF,WF,West Farms Branch,West Farms Children's Easy Book,Mixed Use,0,WF
wfj0f,WF,WF,West Farms Branch,West Farms Children's Fiction,Mixed Use,0,WF
wfj0h,WF,WF,West Farms Branch,West Farms Children's Holiday Book,Mixed Use,0,WF
wfj0i,WF,WF,West Farms Branch,West Farms Children's Picture Book,Mixed Use,0,WF
wfj0l,WF,WF,West Farms Branch,West Farms Children's World Languages,Mixed Use,0,WF
wfj0n,WF,WF,West Farms Branch,West Farms Children's Non-Fiction,Mixed Use,0,WF
wfj0t,WF,WF,West Farms Branch,West Farms Children's Fairy Tale,Mixed Use,0,WF
wfj0v,WF,WF,West Farms Branch,West Farms Children's Non-Print Media,Mixed Use,0,WF
wfj0y,WF,WF,West Farms Branch,West Farms Children's Young Reader,Mixed Use,0,WF
wfjel,WF,WF,West Farms Branch,West Farms Children's Read Together: Storytime Kits,Mixed Use,0,WF
wfjr,WF,WF,West Farms Branch,West Farms Children's Reference,Mixed Use,0,WF
wfy,WF,WF,West Farms Branch,West Farms Young Adult,Mixed Use,1,WF
wfy01,WF,WF,West Farms Branch,West Farms YA Reference,Mixed Use,0,WF
wfy0f,WF,WF,West Farms Branch,West Farms YA Fiction,Mixed Use,0,WF
wfy0l,WF,WF,West Farms Branch,West Farms YA World Languages,Mixed Use,0,WF
wfy0n,WF,WF,West Farms Branch,West Farms YA Non-Fiction,Mixed Use,0,WF
wfy0v,WF,WF,West Farms Branch,West Farms YA Non-Print Media,Mixed Use,0,WF
wfyr,WF,WF,West Farms Branch,West Farms Young Adult Reference,Mixed Use,0,WF
wfzzz,WF,WF,West Farms Branch,West Farms (error code),Mixed Use,0,WF
wh,WH,WH,Washington Heights Branch,Washington Heights,Mixed Use,0,WH
wha,WH,WH,Washington Heights Branch,Washington Heights Adult,Mixed Use,1,WH
wha01,WH,WH,Washington Heights Branch,Washington Heights Reference,Mixed Use,0,WH
wha03,WH,WH,Washington Heights Branch,Washington Heights Closed Shelf Reference,Mixed Use,0,WH
wha0f,WH,WH,Washington Heights Branch,Washington Heights Fiction,Mixed Use,0,WH
wha0l,WH,WH,Washington Heights Branch,Washington Heights World Languages,Mixed Use,0,WH
wha0n,WH,WH,Washington Heights Branch,Washington Heights Non-Fiction,Mixed Use,0,WH
wha0v,WH,WH,Washington Heights Branch,Washington Heights Non-Print Media,Mixed Use,0,WH
wha0w,WH,WH,Washington Heights Branch,Washington Heights Adult Learning Center,Mixed Use,0,WH
whar,WH,WH,Washington Heights Branch,Washington Heights Adult Reference,Mixed Use,0,WH
whj,WH,WH,Washington Heights Branch,Washington Heights Children,Mixed Use,1,WH
whj01,WH,WH,Washington Heights Branch,Washington Heights Children's Reference,Mixed Use,0,WH
whj0a,WH,WH,Washington Heights Branch,Washington Heights Children's Easy Book,Mixed Use,0,WH
whj0f,WH,WH,Washington Heights Branch,Washington Heights Children's Fiction,Mixed Use,0,WH
whj0h,WH,WH,Washington Heights Branch,Washington Heights Children's Holiday Book,Mixed Use,0,WH
whj0i,WH,WH,Washington Heights Branch,Washington Heights Children's Picture Book,Mixed Use,0,WH
whj0l,WH,WH,Washington Heights Branch,Washington Heights Children's World Languages,Mixed Use,0,WH
whj0n,WH,WH,Washington Heights Branch,Washington Heights Children's Non-Fiction,Mixed Use,0,WH
whj0t,WH,WH,Washington Heights Branch,Washington Heights Children's Fairy Tale,Mixed Use,0,WH
whj0v,WH,WH,Washington Heights Branch,Washington Heights Children's Non-Print Media,Mixed Use,0,WH
whj0y,WH,WH,Washington Heights Branch,Washington Heights Children's Young Reader,Mixed Use,0,WH
whjr,WH,WH,Washington Heights Branch,Washington Heights Children's Reference,Mixed Use,0,WH
why,WH,WH,Washington Heights Branch,Washington Heights Young Adult,Mixed Use,1,WH
why01,WH,WH,Washington Heights Branch,Washington Heights YA Reference,Mixed Use,0,WH
why0f,WH,WH,Washington Heights Branch,Washington Heights YA Fiction,Mixed Use,0,WH
why0l,WH,WH,Washington Heights Branch,Washington Heights YA World Languages,Mixed Use,0,WH
why0n,WH,WH,Washington Heights Branch,Washington Heights YA Non-Fiction,Mixed Use,0,WH
why0v,WH,WH,Washington Heights Branch,Washington Heights YA Non-Print Media,Mixed Use,0,WH
whyr,WH,WH,Washington Heights Branch,Washington Heights Young Adult Reference,Mixed Use,0,WH
whzzz,WH,WH,Washington Heights Branch,Washington Heights (error code),Mixed Use,0,WH
wk,WK,WK,Wakefield Branch,Wakefield,Mixed Use,0,WK
wka,WK,WK,Wakefield Branch,Wakefield Adult,Mixed Use,1,WK
wka01,WK,WK,Wakefield Branch,Wakefield Reference,Mixed Use,0,WK
wka03,WK,WK,Wakefield Branch,Wakefield Closed Shelf Reference,Mixed Use,0,WK
wka0f,WK,WK,Wakefield Branch,Wakefield Fiction,Mixed Use,0,WK
wka0l,WK,WK,Wakefield Branch,Wakefield World Languages,Mixed Use,0,WK
wka0n,WK,WK,Wakefield Branch,Wakefield Non-Fiction,Mixed Use,0,WK
wka0v,WK,WK,Wakefield Branch,Wakefield Non-Print Media,Mixed Use,0,WK
wka0w,WK,WK,Wakefield Branch,Wakefield Center for Reading & Writing,Mixed Use,0,WK
wkar,WK,WK,Wakefield Branch,Wakefield Adult Reference,Mixed Use,0,WK
wkj,WK,WK,Wakefield Branch,Wakefield Children,Mixed Use,1,WK
wkj01,WK,WK,Wakefield Branch,Wakefield Children's Reference,Mixed Use,0,WK
wkj0a,WK,WK,Wakefield Branch,Wakefield Children's Easy Book,Mixed Use,0,WK
wkj0f,WK,WK,Wakefield Branch,Wakefield Children's Fiction,Mixed Use,0,WK
wkj0h,WK,WK,Wakefield Branch,Wakefield Children's Holiday Book,Mixed Use,0,WK
wkj0i,WK,WK,Wakefield Branch,Wakefield Children's Picture Book,Mixed Use,0,WK
wkj0l,WK,WK,Wakefield Branch,Wakefield Children's World Languages,Mixed Use,0,WK
wkj0n,WK,WK,Wakefield Branch,Wakefield Children's Non-Fiction,Mixed Use,0,WK
wkj0t,WK,WK,Wakefield Branch,Wakefield Children's Fairy Tale,Mixed Use,0,WK
wkj0v,WK,WK,Wakefield Branch,Wakefield Children's Non-Print Media,Mixed Use,0,WK
wkj0y,WK,WK,Wakefield Branch,Wakefield Children's Young Reader,Mixed Use,0,WK
wkjr,WK,WK,Wakefield Branch,Wakefield Children's Reference,Mixed Use,0,WK
wky,WK,WK,Wakefield Branch,Wakefield Young Adult,Mixed Use,1,WK
wky01,WK,WK,Wakefield Branch,Wakefield YA Reference,Mixed Use,0,WK
wky0f,WK,WK,Wakefield Branch,Wakefield YA Fiction,Mixed Use,0,WK
wky0l,WK,WK,Wakefield Branch,Wakefield YA World Languages,Mixed Use,0,WK
wky0n,WK,WK,Wakefield Branch,Wakefield YA Non-Fiction,Mixed Use,0,WK
wky0v,WK,WK,Wakefield Branch,Wakefield YA Non-Print Media,Mixed Use,0,WK
wkyr,WK,WK,Wakefield Branch,Wakefield Young Adult Reference,Mixed Use,0,WK
wkzzz,WK,WK,Wakefield Branch,Wakefield (error code),Mixed Use,0,WK
wl,WL,WL,Woodlawn Heights Branch,Woodlawn Heights,Mixed Use,0,WL
wla,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Adult,Mixed Use,1,WL
wla01,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Reference,Mixed Use,0,WL
wla03,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Closed Shelf Reference,Mixed Use,0,WL
wla0f,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Fiction,Mixed Use,0,WL
wla0l,WL,WL,Woodlawn Heights Branch,Woodlawn Heights World Languages,Mixed Use,0,WL
wla0n,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Non-Fiction,Mixed Use,0,WL
wla0v,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Non-Print Media,Mixed Use,0,WL
wlar,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Adult Reference,Mixed Use,0,WL
wlj,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children,Mixed Use,1,WL
wlj01,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Reference,Mixed Use,0,WL
wlj0a,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Easy Book,Mixed Use,0,WL
wlj0f,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Fiction,Mixed Use,0,WL
wlj0h,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Holiday Book,Mixed Use,0,WL
wlj0i,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Picture Book,Mixed Use,0,WL
wlj0l,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's World Languages,Mixed Use,0,WL
wlj0n,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Non-Fiction,Mixed Use,0,WL
wlj0t,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Fairy Tale,Mixed Use,0,WL
wlj0v,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Non-Print Media,Mixed Use,0,WL
wlj0y,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Young Reader,Mixed Use,0,WL
wljr,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Children's Reference,Mixed Use,0,WL
wly,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Young Adult,Mixed Use,1,WL
wly01,WL,WL,Woodlawn Heights Branch,Woodlawn Heights YA Reference,Mixed Use,0,WL
wly0f,WL,WL,Woodlawn Heights Branch,Woodlawn Heights YA Fiction,Mixed Use,0,WL
wly0l,WL,WL,Woodlawn Heights Branch,Woodlawn Heights YA World Languages,Mixed Use,0,WL
wly0n,WL,WL,Woodlawn Heights Branch,Woodlawn Heights YA Non-Fiction,Mixed Use,0,WL
wly0v,WL,WL,Woodlawn Heights Branch,Woodlawn Heights YA Non-Print Media,Mixed Use,0,WL
wlyr,WL,WL,Woodlawn Heights Branch,Woodlawn Heights Young Adult Reference,Mixed Use,0,WL
wlzzz,WL,WL,Woodlawn Heights Branch,Woodlawn Heights,Mixed Use,0,WL
wo,WO,WO,Woodstock Branch,Woodstock,Mixed Use,0,WO
woa,WO,WO,Woodstock Branch,Woodstock Adult,Mixed Use,1,WO
woa01,WO,WO,Woodstock Branch,Woodstock Reference,Mixed Use,0,WO
woa03,WO,WO,Woodstock Branch,Woodstock Closed Shelf Reference,Mixed Use,0,WO
woa0f,WO,WO,Woodstock Branch,Woodstock Fiction,Mixed Use,0,WO
woa0l,WO,WO,Woodstock Branch,Woodstock World Languages,Mixed Use,0,WO
woa0n,WO,WO,Woodstock Branch,Woodstock Non-Fiction,Mixed Use,0,WO
woa0v,WO,WO,Woodstock Branch,Woodstock Non-Print Media,Mixed Use,0,WO
woar,WO,WO,Woodstock Branch,Woodstock Adult Reference,Mixed Use,0,WO
woj,WO,WO,Woodstock Branch,Woodstock Children,Mixed Use,1,WO
woj01,WO,WO,Woodstock Branch,Woodstock Children's Reference,Mixed Use,0,WO
woj0a,WO,WO,Woodstock Branch,Woodstock Children's Easy Book,Mixed Use,0,WO
woj0f,WO,WO,Woodstock Branch,Woodstock Children's Fiction,Mixed Use,0,WO
woj0h,WO,WO,Woodstock Branch,Woodstock Children's Holiday Book,Mixed Use,0,WO
woj0i,WO,WO,Woodstock Branch,Woodstock Children's Picture Book,Mixed Use,0,WO
woj0l,WO,WO,Woodstock Branch,Woodstock Children's World Languages,Mixed Use,0,WO
woj0n,WO,WO,Woodstock Branch,Woodstock Children's Non-Fiction,Mixed Use,0,WO
woj0t,WO,WO,Woodstock Branch,Woodstock Children's Fairy Tale,Mixed Use,0,WO
woj0v,WO,WO,Woodstock Branch,Woodstock Children's Non-Print Media,Mixed Use,0,WO
woj0y,WO,WO,Woodstock Branch,Woodstock Children's Young Reader,Mixed Use,0,WO
wojr,WO,WO,Woodstock Branch,Woodstock Children's Reference,Mixed Use,0,WO
woy,WO,WO,Woodstock Branch,Woodstock Young Adult,Mixed Use,1,WO
woy01,WO,WO,Woodstock Branch,Woodstock YA Reference,Mixed Use,0,WO
woy0f,WO,WO,Woodstock Branch,Woodstock YA Fiction,Mixed Use,0,WO
woy0l,WO,WO,Woodstock Branch,Woodstock YA World Languages,Mixed Use,0,WO
woy0n,WO,WO,Woodstock Branch,Woodstock YA Non-Fiction,Mixed Use,0,WO
woy0v,WO,WO,Woodstock Branch,Woodstock YA Non-Print Media,Mixed Use,0,WO
woyr,WO,WO,Woodstock Branch,Woodstock Young Adult Reference,Mixed Use,0,WO
wozzz,WO,WO,Woodstock Branch,Woodstock (error code),Mixed Use,0,WO
wt,WT,WT,Westchester Square Branch,Westchester Square,Mixed Use,0,WT
wta,WT,WT,Westchester Square Branch,Westchester Square Adult,Mixed Use,1,WT
wta01,WT,WT,Westchester Square Branch,Westchester Square Reference,Mixed Use,0,WT
