location code,2Digit,Sym,Branch Name General,Sierra Label - Branch Name,Location Type,Public,location lookup
mm4yf,MF,MF,Mid-Manhattan Library at 42nd Street,Mid-Manhattan Library at 42nd Street,High Circ,0,MML
mm4yl,MF,MF,Mid-Manhattan Library at 42nd Street,Mid-Manhattan Library at 42nd Street,High Circ,0,MML
mm4yn,MF,MF,Mid-Manhattan Library at 42nd Street,Mid-Manhattan Library at 42nd Street,High Circ,0,MML
mm4yv,MF,MF,Mid-Manhattan Library at 42nd Street,Mid-Manhattan Library at 42nd Street,High Circ,0,MML
mm5av,MF,MF,Mid-Manhattan Library at 42nd Street,Mid-Manhattan Library at 42nd Street,High Circ,0,MML
mma,MM,MML,Mid-Manhattan Library,Mid-Manhattan Adult,High Circ,0,MML
mma0f,MM,MML,Mid-Manhattan Library,Mid-Manhattan Fiction First Floor,High Circ,0,MML
mma0n,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Fiction First Floor,High Circ,0,MML
mma0v,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Print Media First Floor,High Circ,0,MML
mma0w,MM,MML,Mid-Manhattan Library,Mid-Manhattan Adult Learning Center,High Circ,0,MML
mma1f,MM,MML,Mid-Manhattan Library,Mid-Manhattan Fiction First Floor,High Circ,0,MML
mma2f,MM,MML,Mid-Manhattan Library,Mid-Manhattan Fiction Second Floor,High Circ,0,MML
mma2n,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Fiction Second Floor,High Circ,0,MML
mma2v,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Print Media Second Floor,High Circ,0,MML
mma31,MM,MML,Mid-Manhattan Library,Mid-Manhattan Reference Third Floor,High Circ,0,MML
mma33,MM,MML,Mid-Manhattan Library,Mid-Manhattan Closed Shelf Reference Third Floor,High Circ,0,MML
mma3n,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Fiction Third Floor,High Circ,0,MML
mma3v,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Print Media Third Floor,High Circ,0,MML
mma41,MM,MML,Mid-Manhattan Library,Mid-Manhattan Reference Fourth Floor,High Circ,0,MML
mma43,MM,MML,Mid-Manhattan Library,Mid-Manhattan Closed Shelf Reference Fourth Floor,High Circ,0,MML
mma4n,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Fiction Fourth Floor,High Circ,0,MML
mma51,MM,MML,Mid-Manhattan Library,Mid-Manhattan Reference Fifth Floor,High Circ,0,MML
mma53,MM,MML,Mid-Manhattan Library,Mid-Manhattan Closed Shelf Reference Fifth Floor,High Circ,0,MML
mma5l,MM,MML,Mid-Manhattan Library,Mid-Manhattan World Languages Fifth Floor,High Circ,0,MML
mma5n,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Fiction Fifth Floor,High Circ,0,MML
mma5v,MM,MML,Mid-Manhattan Library,Mid-Manhattan Non-Print Media Fifth Floor,High Circ,0,MML
mmar,MM,MML,Mid-Manhattan Library,Mid-Manhattan Adult Reference,High Circ,0,MML
mmj,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children,High Circ,1,MML
mmj0a,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's Easy Book First Floor,High Circ,0,MML
mmj0f,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's Fiction First Floor,High Circ,0,MML
mmj0i,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's Picture Book First Floor,High Circ,0,MML
mmj0l,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's World Languages,High Circ,0,MML
mmj0n,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's Non-Fiction First Floor,High Circ,0,MML
mmj0v,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's Non-Print,High Circ,0,MML
mmj0y,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's Young Reader First Floor,High Circ,0,MML
mmjr,MM,MML,Mid-Manhattan Library,Mid-Manhattan Children's Reference,High Circ,0,MML
mmy,MM,MML,Mid-Manhattan Library,Mid-Manhattan Young Adult,High Circ,1,MML
mmy0f,MM,MML,Mid-Manhattan Library,Mid-Manhattan Young Adult Fiction First Floor,High Circ,0,MML
mmy0l,MM,MML,Mid-Manhattan Library,Mid-Manhattan Young Adult World Languages First Floor,High Circ,0,MML
mmy0n,MM,MML,Mid-Manhattan Library,Mid-Manhattan Young Adult Non-Fiction First Floor,High Circ,0,MML
mmy0v,MM,MML,Mid-Manhattan Library,Mid-Manhattan Young Adult Non-Print,High Circ,0,MML
mmy2f,MM,MML,Mid-Manhattan Library,Mid-Manhattan Young Adult Fiction Second Floor,High Circ,0,MML
mmzzz,MM,MML,Mid-Manhattan Library,Mid-Manhattan (error code),High Circ,0,MML
mn,MN,MN,Mariner's Harbor Branch,Mariner's Harbor,Mixed Use,0,MN
mna,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Adult,Mixed Use,1,MN
mna01,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Reference,Mixed Use,0,MN
mna03,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Closed Shelf Reference,Mixed Use,0,MN
mna0f,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Fiction,Mixed Use,0,MN
mna0l,MN,MN,Mariner's Harbor Branch,Mariner's Harbor World Languages,Mixed Use,0,MN
mna0n,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Non-Fiction,Mixed Use,0,MN
mna0v,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Non-Print Media,Mixed Use,0,MN
mnar,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Adult Reference,Mixed Use,0,MN
mnj,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children,Mixed Use,1,MN
mnj01,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Reference,Mixed Use,0,MN
mnj0a,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Easy Book,Mixed Use,0,MN
mnj0f,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Fiction,Mixed Use,0,MN
mnj0h,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Holiday Book,Mixed Use,0,MN
mnj0i,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Picture Book,Mixed Use,0,MN
mnj0l,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's World Languages,Mixed Use,0,MN
mnj0n,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Non-Fiction,Mixed Use,0,MN
mnj0r,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Video Visit Room,Mixed Use,0,MN
mnj0t,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Fairy Tale,Mixed Use,0,MN
mnj0v,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Non-Print Media,Mixed Use,0,MN
mnj0y,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Young Reader,Mixed Use,0,MN
mnjr,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Children's Reference,Mixed Use,0,MN
mny,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Young Adult,Mixed Use,1,MN
mny01,MN,MN,Mariner's Harbor Branch,Mariner's Harbor YA Reference,Mixed Use,0,MN
mny0f,MN,MN,Mariner's Harbor Branch,Mariner's Harbor YA Fiction,Mixed Use,0,MN
mny0l,MN,MN,Mariner's Harbor Branch,Mariner's Harbor YA World Languages,Mixed Use,0,MN
mny0n,MN,MN,Mariner's Harbor Branch,Mariner's Harbor YA Non-Fiction,Mixed Use,0,MN
mny0v,MN,MN,Mariner's Harbor Branch,Mariner's Harbor YA Non-Print Media,Mixed Use,0,MN
mnyr,MN,MN,Mariner's Harbor Branch,Mariner's Harbor Young Adult Reference,Mixed Use,0,MN
mnzzz,MN,MN,Mariner's Harbor Branch,Mariner's Harbor (error code),Mixed Use,0,MN
mo,MO,MO,Mosholu Branch,Mosholu,High Circ,0,MO
moa,MO,MO,Mosholu Branch,Mosholu Adult,High Circ,1,MO
moa01,MO,MO,Mosholu Branch,Mosholu Reference,High Circ,0,MO
moa03,MO,MO,Mosholu Branch,Mosholu Closed Shelf Reference,High Circ,0,MO
moa0f,MO,MO,Mosholu Branch,Mosholu Fiction,High Circ,0,MO
moa0l,MO,MO,Mosholu Branch,Mosholu World Languages,High Circ,0,MO
moa0n,MO,MO,Mosholu Branch,Mosholu Non-Fiction,High Circ,0,MO
moa0v,MO,MO,Mosholu Branch,Mosholu Non-Print Media,High Circ,0,MO
moa0w,MO,MO,Mosholu Branch,Mosholu Adult Learning Center,High Circ,0,MO
moar,MO,MO,Mosholu Branch,Mosholu Adult Reference,High Circ,0,MO
moj,MO,MO,Mosholu Branch,Mosholu Children,High Circ,1,MO
moj01,MO,MO,Mosholu Branch,Mosholu Children's Reference,High Circ,0,MO
moj0a,MO,MO,Mosholu Branch,Mosholu Children's Easy Book,High Circ,0,MO
moj0f,MO,MO,Mosholu Branch,Mosholu Children's Fiction,High Circ,0,MO
moj0h,MO,MO,Mosholu Branch,Mosholu Children's Holiday Book,High Circ,0,MO
moj0i,MO,MO,Mosholu Branch,Mosholu Children's Picture Book,High Circ,0,MO
moj0l,MO,MO,Mosholu Branch,Mosholu Children's World Languages,High Circ,0,MO
moj0n,MO,MO,Mosholu Branch,Mosholu Children's Non-Fiction,High Circ,0,MO
moj0t,MO,MO,Mosholu Branch,Mosholu Children's Fairy Tale,High Circ,0,MO
moj0v,MO,MO,Mosholu Branch,Mosholu Children's Non-Print Media,High Circ,0,MO
moj0y,MO,MO,Mosholu Branch,Mosholu Children's Young Reader,High Circ,0,MO
mojr,MO,MO,Mosholu Branch,Mosholu Children's Reference,High Circ,0,MO
moy,MO,MO,Mosholu Branch,Mosholu Young Adult,High Circ,1,MO
moy01,MO,MO,Mosholu Branch,Mosholu YA Reference,High Circ,0,MO
moy0f,MO,MO,Mosholu Branch,Mosholu YA Fiction,High Circ,0,MO
moy0l,MO,MO,Mosholu Branch,Mosholu YA World Languages,High Circ,0,MO
moy0n,MO,MO,Mosholu Branch,Mosholu YA Non-Fiction,High Circ,0,MO
moy0v,MO,MO,Mosholu Branch,Mosholu YA Non-Print Media,High Circ,0,MO
moyr,MO,MO,Mosholu Branch,Mosholu Young Adult Reference,High Circ,0,MO
mozzz,MO,MO,Mosholu Branch,Mosholu (error code),High Circ,0,MO
mp,MP,MP,Morris Park Branch,Morris Park,Mixed Use,0,MP
mpa,MP,MP,Morris Park Branch,Morris Park Adult,Mixed Use,1,MP
mpa01,MP,MP,Morris Park Branch,Morris Park Reference,Mixed Use,0,MP
mpa03,MP,MP,Morris Park Branch,Morris Park Closed Shelf Reference,Mixed Use,0,MP
mpa0f,MP,MP,Morris Park Branch,Morris Park Fiction,Mixed Use,0,MP
mpa0l,MP,MP,Morris Park Branch,Morris Park World Languages,Mixed Use,0,MP
mpa0n,MP,MP,Morris Park Branch,Morris Park Non-Fiction,Mixed Use,0,MP
mpa0v,MP,MP,Morris Park Branch,Morris Park Non-Print Media,Mixed Use,0,MP
mpa0w,MP,MP,Morris Park Branch,Morris Park Adult Learning Center,Mixed Use,0,MP
mpar,MP,MP,Morris Park Branch,Morris Park Adult Reference,Mixed Use,0,MP
mpj,MP,MP,Morris Park Branch,Morris Park Children,Mixed Use,1,MP
mpj01,MP,MP,Morris Park Branch,Morris Park Children's Reference,Mixed Use,0,MP
mpj0a,MP,MP,Morris Park Branch,Morris Park Children's Easy Book,Mixed Use,0,MP
mpj0f,MP,MP,Morris Park Branch,Morris Park Children's Fiction,Mixed Use,0,MP
mpj0h,MP,MP,Morris Park Branch,Morris Park Children's Holiday Book,Mixed Use,0,MP
mpj0i,MP,MP,Morris Park Branch,Morris Park Children's Picture Book,Mixed Use,0,MP
mpj0l,MP,MP,Morris Park Branch,Morris Park Children's World Languages,Mixed Use,0,MP
mpj0n,MP,MP,Morris Park Branch,Morris Park Children's Non-Fiction,Mixed Use,0,MP
mpj0t,MP,MP,Morris Park Branch,Morris Park Children's Fairy Tale,Mixed Use,0,MP
mpj0v,MP,MP,Morris Park Branch,Morris Park Children's Non-Print Media,Mixed Use,0,MP
mpj0y,MP,MP,Morris Park Branch,Morris Park Children's Young Reader,Mixed Use,0,MP
mpjr,MP,MP,Morris Park Branch,Morris Park Children's Reference,Mixed Use,0,MP
mpy,MP,MP,Morris Park Branch,Morris Park Young Adult,Mixed Use,1,MP
mpy01,MP,MP,Morris Park Branch,Morris Park YA Reference,Mixed Use,0,MP
mpy0f,MP,MP,Morris Park Branch,Morris Park YA Fiction,Mixed Use,0,MP
mpy0l,MP,MP,Morris Park Branch,Morris Park YA World Languages,Mixed Use,0,MP
mpy0n,MP,MP,Morris Park Branch,Morris Park YA Non-Fiction,Mixed Use,0,MP
mpy0v,MP,MP,Morris Park Branch,Morris Park YA Non-Print Media,Mixed Use,0,MP
mpyr,MP,MP,Morris Park Branch,Morris Park Young Adult Reference,Mixed Use,0,MP
mpzzz,MP,MP,Morris Park Branch,Morris Park (error code),Mixed Use,0,MP
mr,MR,MR,Morrisania Branch,Morrisania,Mixed Use,0,MR
mra,MR,MR,Morrisania Branch,Morrisania Adult,Mixed Use,1,MR
mra01,MR,MR,Morrisania Branch,Morrisania Reference,Mixed Use,0,MR
mra03,MR,MR,Morrisania Branch,Morrisania Closed Shelf Reference,Mixed Use,0,MR
mra0f,MR,MR,Morrisania Branch,Morrisania Fiction,Mixed Use,0,MR
mra0l,MR,MR,Morrisania Branch,Morrisania World Languages,Mixed Use,0,MR
mra0n,MR,MR,Morrisania Branch,Morrisania Non-Fiction,Mixed Use,0,MR
mra0v,MR,MR,Morrisania Branch,Morrisania Non-Print Media,Mixed Use,0,MR
mrar,MR,MR,Morrisania Branch,Morrisania Adult Reference,Mixed Use,0,MR
mrj,MR,MR,Morrisania Branch,Morrisania Children,Mixed Use,1,MR
mrj01,MR,MR,Morrisania Branch,Morrisania Children's Reference,Mixed Use,0,MR
mrj0a,MR,MR,Morrisania Branch,Morrisania Children's Easy Book,Mixed Use,0,MR
mrj0f,MR,MR,Morrisania Branch,Morrisania Children's Fiction,Mixed Use,0,MR
mrj0h,MR,MR,Morrisania Branch,Morrisania Children's Holiday Book,Mixed Use,0,MR
mrj0i,MR,MR,Morrisania Branch,Morrisania Children's Picture Book,Mixed Use,0,MR
mrj0l,MR,MR,Morrisania Branch,Morrisania Children's World Languages,Mixed Use,0,MR
mrj0n,MR,MR,Morrisania Branch,Morrisania Children's Non-Fiction,Mixed Use,0,MR
mrj0t,MR,MR,Morrisania Branch,Morrisania Children's Fairy Tale,Mixed Use,0,MR
mrj0v,MR,MR,Morrisania Branch,Morrisania Children's Non-Print Media,Mixed Use,0,MR
mrj0y,MR,MR,Morrisania Branch,Morrisania Children's Young Reader,Mixed Use,0,MR
mrjel,MR,MR,Morrisania Branch,Morrisania Children's Read Together: Storytime Kits,Mixed Use,0,MR
mrjr,MR,MR,Morrisania Branch,Morrisania Children's Reference,Mixed Use,0,MR
mry,MR,MR,Morrisania Branch,Morrisania Young Adult,Mixed Use,1,MR
mry01,MR,MR,Morrisania Branch,Morrisania YA Reference,Mixed Use,0,MR
mry0f,MR,MR,Morrisania Branch,Morrisania YA Fiction,Mixed Use,0,MR
mry0l,MR,MR,Morrisania Branch,Morrisania YA World Languages,Mixed Use,0,MR
mry0n,MR,MR,Morrisania Branch,Morrisania YA Non-Fiction,Mixed Use,0,MR
mry0v,MR,MR,Morrisania Branch,Morrisania YA Non-Print Media,Mixed Use,0,MR
mryr,MR,MR,Morrisania Branch,Morrisania Young Adult Reference,Mixed Use,0,MR
mrzzz,MR,MR,Morrisania Branch,Morrisania (error code),Mixed Use,0,MR
mu,MU,MU,Muhlenberg Branch,Muhlenberg,High Circ,0,MU
mua,MU,MU,Muhlenberg Branch,Muhlenberg Adult,High Circ,1,MU
mua01,MU,MU,Muhlenberg Branch,Muhlenberg Reference,High Circ,0,MU
mua03,MU,MU,Muhlenberg Branch,Muhlenberg Closed Shelf Reference,High Circ,0,MU
mua0f,MU,MU,Muhlenberg Branch,Muhlenberg Fiction,High Circ,0,MU
mua0l,MU,MU,Muhlenberg Branch,Muhlenberg World Languages,High Circ,0,MU
mua0n,MU,MU,Muhlenberg Branch,Muhlenberg Non-Fiction,High Circ,0,MU
mua0v,MU,MU,Muhlenberg Branch,Muhlenberg Non-Print Media,High Circ,0,MU
mua0w,MU,MU,Muhlenberg Branch,Muhlenberg Adult Learning Center,High Circ,0,MU
muar,MU,MU,Muhlenberg Branch,Muhlenberg Adult Reference,High Circ,0,MU
muj,MU,MU,Muhlenberg Branch,Muhlenberg Children,High Circ,1,MU
muj01,MU,MU,Muhlenberg Branch,Muhlenberg Children's Reference,High Circ,0,MU
muj0a,MU,MU,Muhlenberg Branch,Muhlenberg Children's Easy Book,High Circ,0,MU
muj0f,MU,MU,Muhlenberg Branch,Muhlenberg Children's Fiction,High Circ,0,MU
muj0h,MU,MU,Muhlenberg Branch,Muhlenberg Children's Holiday Book,High Circ,0,MU
muj0i,MU,MU,Muhlenberg Branch,Muhlenberg Children's Picture Book,High Circ,0,MU
muj0l,MU,MU,Muhlenberg Branch,Muhlenberg Children's World Languages,High Circ,0,MU
muj0n,MU,MU,Muhlenberg Branch,Muhlenberg Children's Non-Fiction,High Circ,0,MU
muj0t,MU,MU,Muhlenberg Branch,Muhlenberg Children's Fairy Tale,High Circ,0,MU
muj0v,MU,MU,Muhlenberg Branch,Muhlenberg Children's Non-Print Media,High Circ,0,MU
muj0y,MU,MU,Muhlenberg Branch,Muhlenberg Children's Young Reader,High Circ,0,MU
mujr,MU,MU,Muhlenberg Branch,Muhlenberg Children's Reference,High Circ,0,MU
muy,MU,MU,Muhlenberg Branch,Muhlenberg Young Adult,High Circ,1,MU
muy01,MU,MU,Muhlenberg Branch,Muhlenberg YA Reference,High Circ,0,MU
muy0f,MU,MU,Muhlenberg Branch,Muhlenberg YA Fiction,High Circ,0,MU
muy0l,MU,MU,Muhlenberg Branch,Muhlenberg YA World Languages,High Circ,0,MU
muy0n,MU,MU,Muhlenberg Branch,Muhlenberg YA Non-Fiction,High Circ,0,MU
muy0v,MU,MU,Muhlenberg Branch,Muhlenberg YA Non-Print Media,High Circ,0,MU
muyr,MU,MU,Muhlenberg Branch,Muhlenberg Young Adult Reference,High Circ,0,MU
muzzz,MU,MU,Muhlenberg Branch,Muhlenberg (error code),High Circ,0,MU
my,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Library at Lincoln Center,,0,LPA
mya,MY,LPA,New York Public Library for the Performing Arts,Performing Arts - Adult,,0,LPA
mya01,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Reference,,0,LPA
mya03,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Closed Shelf Reference,,0,LPA
mya0n,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Circulating Non-Fiction,,0,LPA
mya0s,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Circulating Score,,0,LPA
mya0v,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Circulating Recorded Media,,0,LPA
mya21,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Recorded Media Reference,,0,LPA
mya23,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Recorded Media Reference,,0,LPA
myaos,MY,LPA,New York Public Library for the Performing Arts,Performing Arts - Orchestra Collection,,0,LPA
myar,MY,LPA,New York Public Library for the Performing Arts,Performing Arts - Adult Reference,,0,LPA
myar1,MY,LPA,New York Public Library for the Performing Arts,Performing Arts - Reserve Film and Video - Reference,,0,LPA
myarn,MY,LPA,New York Public Library for the Performing Arts,Reserve Film and Video Adult Non-Fiction,,0,LPA
myarv,MY,LPA,New York Public Library for the Performing Arts,Reserve Film and Video Adult Fiction,,0,LPA
myas1,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Song Index Reference Score,,0,LPA
myav3,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Closed Shelf Reference Recorded Media,,0,LPA
myd,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Dance,,1,DAN
myd11,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Dance - Reference,,0,DAN
myd22,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Dance,,0,DAN
myd28,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections {u2013} Dance,,0,DAN
myd32,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Dance,,0,DAN
myd38,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections {u2013} Dance,,0,DAN
myd42,MY,LPA,New York Public Library for the Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,,0,LPA
myd48,MY,LPA,New York Public Library for the Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,,0,LPA
myf,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - TOFT,,1,TOFT
myf22,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - TOFT,,0,TOFT
myh,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Recorded Sound,,1,RHA
myh11,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Recorded Sound - Reference,,0,RHA
myh22,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Recorded Sound,,0,RHA
myh23,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Recorded Sound - 2nd Floor Reference,,0,RHA
myh32,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Recorded Sound,,0,RHA
myh42,MY,LPA,New York Public Library for the Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,,0,LPA
myj,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Children,,0,LPA
myj2v,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Circulating Children's Recorded Media,,0,LPA
myjrv,MY,LPA,New York Public Library for the Performing Arts,Reserve Film and Video Children's Fiction,,0,LPA
mym,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Music,,1,MUS
mym11,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Music - Reference,,0,MUS
mym22,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Music,,0,MUS
mym28,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Music,,0,MUS
mym32,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Music,,0,MUS
mym38,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Music,,0,MUS
mym42,MY,LPA,New York Public Library for the Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,,0,LPA
mym48,MY,LPA,New York Public Library for the Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,,0,LPA
myr,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections,,0,
myrfv,MY,LPA,New York Public Library for the Performing Arts,Performing Arts - Reserve Film and Video,,0,
myrs,MY,LPA,New York Public Library for the Performing Arts,Performing Arts - Special Collections Desk - 3rd Fl,,0,
myt,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Theatre,,1,THE
myt11,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Theatre - Reference,,0,THE
myt22,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections - Theatre,,0,THE
myt28,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections {u2013} Theatre,,0,THE
myt32,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections {u2013} Theatre,,0,THE
myt38,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Research Collections {u2013} Theatre,,0,THE
myt42,MY,LPA,New York Public Library for the Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,,0,
myt48,MY,LPA,New York Public Library for the Performing Arts,OFFSITE Rose - Request in advance for use at Performing Arts,,0,
myv,MY,LPA,New York Public Library for the Performing Arts,Performing Arts - Reserve Film and Video,,1,
myy,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Young Adult,,0,
myy0v,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Circulating YA Non-Print Media,,0,
myy2v,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Circulating Young Adult Recorded Media,,0,
myyrv,MY,LPA,New York Public Library for the Performing Arts,Reserve Film and Video Young Adult,,0,
myzzz,MY,LPA,New York Public Library for the Performing Arts,Performing Arts Library (error code),,0,
nb,NB,NB,West New Brighton Branch,West New Brighton,Mixed Use,0,NB
nba,NB,NB,West New Brighton Branch,West New Brighton Adult,Mixed Use,1,NB
nba01,NB,NB,West New Brighton Branch,West New Brighton Reference,Mixed Use,0,NB
nba03,NB,NB,West New Brighton Branch,West New Brighton Closed Shelf Reference,Mixed Use,0,NB
nba0f,NB,NB,West New Brighton Branch,West New Brighton Fiction,Mixed Use,0,NB
nba0l,NB,NB,West New Brighton Branch,West New Brighton World Languages,Mixed Use,0,NB
nba0n,NB,NB,West New Brighton Branch,West New Brighton Non-Fiction,Mixed Use,0,NB
nba0v,NB,NB,West New Brighton Branch,West New Brighton Non-Print Media,Mixed Use,0,NB
nbar,NB,NB,West New Brighton Branch,West New Brighton Adult Reference,Mixed Use,0,NB
nbj,NB,NB,West New Brighton Branch,West New Brighton Children,Mixed Use,1,NB
nbj01,NB,NB,West New Brighton Branch,West New Brighton Children's Reference,Mixed Use,0,NB
nbj0a,NB,NB,West New Brighton Branch,West New Brighton Children's Easy Book,Mixed Use,0,NB
nbj0f,NB,NB,West New Brighton Branch,West New Brighton Children's Fiction,Mixed Use,0,NB
nbj0h,NB,NB,West New Brighton Branch,West New Brighton Children's Holiday Book,Mixed Use,0,NB
nbj0i,NB,NB,West New Brighton Branch,West New Brighton Children's Picture Book,Mixed Use,0,NB
nbj0l,NB,NB,West New Brighton Branch,West New Brighton Children's World Languages,Mixed Use,0,NB
nbj0n,NB,NB,West New Brighton Branch,West New Brighton Children's Non-Fiction,Mixed Use,0,NB
nbj0t,NB,NB,West New Brighton Branch,West New Brighton Children's Fairy Tale,Mixed Use,0,NB
nbj0v,NB,NB,West New Brighton Branch,West New Brighton Children's Non-Print Media,Mixed Use,0,NB
nbj0y,NB,NB,West New Brighton Branch,West New Brighton Children's Young Reader,Mixed Use,0,NB
nbjr,NB,NB,West New Brighton Branch,West New Brighton Children's Reference,Mixed Use,0,NB
nby,NB,NB,West New Brighton Branch,West New Brighton Young Adult,Mixed Use,1,NB
nby01,NB,NB,West New Brighton Branch,West New Brighton YA Reference,Mixed Use,0,NB
nby0f,NB,NB,West New Brighton Branch,West New Brighton YA Fiction,Mixed Use,0,NB
nby0l,NB,NB,West New Brighton Branch,West New Brighton YA World Languages,Mixed Use,0,NB
nby0n,NB,NB,West New Brighton Branch,West New Brighton YA Non-Fiction,Mixed Use,0,NB
nby0v,NB,NB,West New Brighton Branch,West New Brighton YA Non-Print Media,Mixed Use,0,NB
nbyr,NB,NB,West New Brighton Branch,West New Brighton Young Adult Reference,Mixed Use,0,NB
nbzzz,NB,NB,West New Brighton Branch,West New Brighton (error code),Mixed Use,0,NB
nd,ND,NDR,New Dorp Branch,New Dorp,High Circ,0,NDR
nda,ND,NDR,New Dorp Branch,New Dorp Adult,High Circ,1,NDR
nda01,ND,NDR,New Dorp Branch,New Dorp Reference,High Circ,0,NDR
nda03,ND,NDR,New Dorp Branch,New Dorp Closed Shelf Reference,High Circ,0,NDR
nda0f,ND,NDR,New Dorp Branch,New Dorp Fiction,High Circ,0,NDR
nda0l,ND,NDR,New Dorp Branch,New Dorp World Languages,High Circ,0,NDR
nda0n,ND,NDR,New Dorp Branch,New Dorp Non-Fiction,High Circ,0,NDR
nda0v,ND,NDR,New Dorp Branch,New Dorp Non-Print Media,High Circ,0,NDR
